,LON,LAT,NAME,CLUSTER_kmeans(k),CLUSTERS_DBSCAN,CLUSTER_HDBSCAN,CLUSTER_hybrid
765,28.40101,-25.72307,Vista University Taxi Rank,67,37,10,10
766,28.400779999999997,-25.72358,Vista University Taxi Rank,67,37,10,10
767,27.8127,-26.17596,Vlakfontein B Taxi Rank,62,-1,57,57
768,28.32215,-26.19196,Voortrekker Street Taxi Rank,14,35,44,44
769,28.104329999999997,-26.0007,Vornavalley Taxi Rank,0,-1,30,30
770,28.21851,-26.3419,Vosloorus Taxi Rank,30,31,42,42
771,28.218709999999998,-26.34184,Vosloorus Taxi Rank,30,31,42,42
772,28.21872,-26.343009999999996,Vosloorus Taxi Rank,30,31,42,42
773,28.217940000000002,-26.34195,Vosloorus Taxi Rank,30,31,42,42
774,28.218120000000003,-26.3419,Vosloorus Taxi Rank,30,31,42,42
775,28.21815,-26.341990000000003,Vosloorus Taxi Rank,30,31,42,42
776,28.218740000000004,-26.342259999999996,Vosloorus Taxi Rank,30,31,42,42
777,28.218759999999996,-26.342159999999996,Vosloorus Taxi Rank,30,31,42,42
778,28.21885,-26.34218,Vosloorus Taxi Rank,30,31,42,42
779,28.21875,-26.341820000000002,Vosloorus Taxi Rank,30,31,42,42
780,28.218909999999997,-26.34287,Vosloorus Taxi Rank,30,31,42,42
781,28.21896,-26.341759999999997,Vosloorus Taxi Rank,30,31,42,42
782,28.218759999999996,-26.342979999999997,Vosloorus Taxi Rank,30,31,42,42
783,28.21878,-26.342190000000002,Vosloorus Taxi Rank,30,31,42,42
784,28.218020000000003,-26.341929999999998,Vosloorus Taxi Rank,30,31,42,42
786,28.21892,-26.342259999999996,Vosloorus Taxi Rank,30,31,42,42
788,28.21783,-26.34198,Vosloorus Taxi Rank,30,31,42,42
789,28.218759999999996,-26.341920000000002,Vosloorus Taxi Rank,30,31,42,42
790,28.171879999999998,-26.274790000000003,Wadeville Ext 1 Taxi Rank,2,-1,41,41
791,28.17172,-26.274729999999998,"Wadeville, Ext 1 Taxi Rank",2,-1,41,41
792,27.9571,-26.4189,Walkerville Taxi Rank,63,-1,-1,21
793,28.044729999999998,-26.19748,Wanderers Taxi Rank,7,9,53,53
794,28.0447,-26.19717,Wanderers Taxi Rank,7,9,53,53
795,28.04508,-26.19976,Wanderers Taxi Rank,7,9,53,53
796,28.045070000000003,-26.19975,Wanderers Taxi Rank,7,9,53,53
797,27.814940000000004,-26.299359999999997,Waterworks Taxi Rank,45,-1,60,60
798,27.284509999999997,-26.377290000000002,Welverdiend Station Taxi Rank,8,-1,2,2
799,28.09132,-25.73639,Westfort Taxi Rank,3,-1,-1,23
800,27.8661,-26.139310000000002,Westgate Shopping Centre Taxi Rank,12,49,50,50
801,27.8622,-26.13934,Westgate Shopping Centre Taxi Rank,12,49,50,50
802,28.035109999999996,-26.21004,Westgate Taxi Rank,7,9,53,53
803,28.034990000000004,-26.20958,Westgate Taxi Rank,7,9,53,53
804,27.858620000000002,-26.13608,Westgate Taxi Rank,12,49,50,50
805,28.03487,-26.20964,Westgate Taxi Rank,7,9,53,53
806,28.035020000000003,-26.21021,Westgate Taxi Rank,7,9,53,53
807,27.862840000000002,-26.137610000000002,Westgate Taxi Rank,12,49,50,50
808,28.035120000000003,-26.20965,Westgate Taxi Rank,7,9,53,53
809,28.03469,-26.21085,Westgate Taxi Rank,7,9,53,53
810,27.858790000000003,-26.13704,Westgate Taxi Rank,12,49,50,50
811,28.035059999999998,-26.20965,Westgate Taxi Rank,7,9,53,53
812,28.034879999999998,-26.210929999999998,Westgate Taxi Rank,7,9,53,53
814,28.0353,-26.20984,"Westgate Taxi Rank, Ntemi Piliso Street",7,9,53,53
815,27.653609999999997,-26.31843,Westonaria A Taxi Rank,37,-1,-1,38
816,28.14224,-25.85659,Wierdapark Taxi Rank,50,-1,-1,31
817,28.343909999999997,-25.71844,Wiloss Taxi Rank,38,16,15,15
818,28.344479999999997,-25.71838,Wiloss Taxi Rank,38,16,15,15
819,28.34427,-25.71838,"Wiloss Taxi Rank, Corner Tsamaya Avenue and Dr Ribeiro Drive",38,16,15,15
820,28.25242,-26.294009999999997,Wind Mill Park Taxi Rank,30,-1,-1,41
821,28.22265,-25.980729999999998,Winnie Mandela Taxi Rank,19,-1,39,39
822,28.22294,-25.98099,Winnie Mandela Taxi Rank,19,-1,39,39
823,28.011159999999997,-26.0115,"Witkoppen Clinic, Taxi Rank",58,29,47,47
824,28.19143,-25.652929999999998,Wonderboom Airport Taxi Rank,68,-1,19,19
825,28.18311,-25.68109,Wonderboom Station Taxi Rank,68,-1,19,19
826,28.18298,-25.67959,Wonderboom Station Taxi Rank,68,-1,19,19
827,28.18308,-25.68133,Wonderboom Taxi Rank,68,-1,19,19
829,28.090190000000003,-26.05601,Woodmead Shopping Centre Taxi Rank,18,-1,-1,55
830,28.09058,-26.05742,Woodmead Square Taxi Rank,18,-1,-1,55
831,28.083109999999998,-26.10969,Wynberg Taxi Rank,18,39,56,56
832,28.04441,-26.19727,Zimbabwe Taxi Rank,7,9,53,53
833,27.829990000000002,-26.24445,Zola Clinic Taxi Rank,1,25,63,63
834,27.839909999999996,-26.24235,Zola Taxi Rank,1,-1,63,63
835,27.861659999999997,-26.236240000000002,Zondi Taxi Rank,49,-1,65,65
836,28.390970000000003,-26.309309999999996,kwaThema Taxi Rank,10,19,14,14
